Age,Education,Occupation,Relationship,Race,Sex,Target
80,B - HS Diploma,?,Not-in-family,White,Male,<=50K
17,A - No HS Diploma,?,Own-child,White,Male,<=50K
40,E - Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
30,D - Associates,Other-service,Wife,White,Female,>50K
27,C - Some College,Craft-repair,Own-child,Asian-Pac-Islander,Male,<=50K
33,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
34,B - HS Diploma,Farming-fishing,Not-in-family,Black,Male,<=50K
34,C - Some College,Protective-serv,Not-in-family,White,Female,<=50K
23,C - Some College,Adm-clerical,Husband,White,Male,<=50K
42,C - Some College,Adm-clerical,Wife,White,Female,<=50K
29,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
45,B - HS Diploma,Adm-clerical,Not-in-family,White,Female,<=50K
24,B - HS Diploma,Armed-Forces,Own-child,White,Male,<=50K
44,C - Some College,Prof-specialty,Husband,White,Male,>50K
27,A - No HS Diploma,Craft-repair,Other-relative,White,Male,<=50K
20,C - Some College,Sales,Not-in-family,White,Male,<=50K
44,B - HS Diploma,Exec-managerial,Unmarried,Black,Female,<=50K
51,B - HS Diploma,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50K
20,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
17,A - No HS Diploma,?,Own-child,White,Female,<=50K
19,B - HS Diploma,Machine-op-inspct,Own-child,Black,Female,<=50K
45,C - Some College,Craft-repair,Husband,White,Male,>50K
60,B - HS Diploma,Craft-repair,Husband,White,Male,>50K
42,D - Associates,Exec-managerial,Husband,Black,Male,>50K
44,B - HS Diploma,Sales,Wife,White,Female,>50K
40,D - Associates,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,>50K
30,B - HS Diploma,Exec-managerial,Wife,White,Female,<=50K
38,C - Some College,Transport-moving,Husband,Black,Male,<=50K
23,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
32,C - Some College,?,Husband,White,Male,<=50K
44,D - Associates,Farming-fishing,Own-child,White,Male,<=50K
54,B - HS Diploma,Transport-moving,Husband,Black,Male,<=50K
32,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
50,A - No HS Diploma,Craft-repair,Unmarried,White,Male,<=50K
24,E - Bachelors,Tech-support,Not-in-family,White,Female,<=50K
37,B - HS Diploma,Adm-clerical,Wife,White,Female,<=50K
52,B - HS Diploma,Transport-moving,Unmarried,White,Male,<=50K
38,C - Some College,Transport-moving,Husband,White,Male,<=50K
49,F - Graduate Degree,Exec-managerial,Husband,White,Male,>50K
30,E - Bachelors,Tech-support,Wife,White,Female,>50K
60,C - Some College,Prof-specialty,Unmarried,White,Male,>50K
22,C - Some College,?,Own-child,White,Male,<=50K
35,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
30,B - HS Diploma,Transport-moving,Not-in-family,White,Male,<=50K
67,D - Associates,Other-service,Not-in-family,White,Female,<=50K
46,E - Bachelors,Craft-repair,Not-in-family,White,Female,<=50K
17,A - No HS Diploma,Other-service,Not-in-family,White,Male,<=50K
22,C - Some College,Handlers-cleaners,Own-child,White,Male,<=50K
27,A - No HS Diploma,Other-service,Not-in-family,White,Male,<=50K
23,B - HS Diploma,Other-service,Unmarried,White,Female,<=50K
33,D - Associates,Craft-repair,Husband,White,Male,<=50K
43,C - Some College,Craft-repair,Husband,White,Male,<=50K
28,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
41,B - HS Diploma,Craft-repair,Unmarried,White,Female,<=50K
52,A - No HS Diploma,?,Other-relative,Black,Male,<=50K
25,C - Some College,Adm-clerical,Own-child,Black,Female,<=50K
63,A - No HS Diploma,?,Husband,White,Male,<=50K
59,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
45,E - Bachelors,Prof-specialty,Unmarried,White,Female,<=50K
38,E - Bachelors,Sales,Husband,White,Male,>50K
40,B - HS Diploma,Other-service,Not-in-family,White,Female,<=50K
46,B - HS Diploma,Adm-clerical,Not-in-family,White,Male,<=50K
35,D - Associates,Exec-managerial,Not-in-family,White,Female,<=50K
34,B - HS Diploma,Prof-specialty,Unmarried,White,Female,<=50K
33,E - Bachelors,Craft-repair,Own-child,White,Male,<=50K
41,B - HS Diploma,Adm-clerical,Unmarried,White,Female,<=50K
20,C - Some College,Machine-op-inspct,Own-child,White,Male,<=50K
23,A - No HS Diploma,Other-service,Own-child,White,Male,<=50K
26,C - Some College,Prof-specialty,Not-in-family,White,Female,<=50K
72,B - HS Diploma,?,Husband,White,Male,<=50K
23,B - HS Diploma,Farming-fishing,Not-in-family,White,Male,<=50K
62,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
52,C - Some College,Adm-clerical,Husband,White,Male,<=50K
58,C - Some College,Other-service,Unmarried,White,Female,<=50K
25,E - Bachelors,Sales,Not-in-family,White,Female,<=50K
24,E - Bachelors,Exec-managerial,Not-in-family,Black,Male,<=50K
19,C - Some College,Protective-serv,Own-child,White,Male,<=50K
43,C - Some College,Exec-managerial,Husband,White,Male,<=50K
47,B - HS Diploma,Adm-clerical,Unmarried,Black,Female,<=50K
39,B - HS Diploma,Other-service,Unmarried,White,Female,<=50K
49,D - Associates,Handlers-cleaners,Unmarried,White,Male,<=50K
53,A - No HS Diploma,?,Unmarried,Black,Female,<=50K
32,D - Associates,Craft-repair,Not-in-family,White,Male,<=50K
34,C - Some College,Prof-specialty,Husband,White,Male,>50K
28,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
57,D - Associates,?,Unmarried,White,Female,<=50K
25,C - Some College,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,<=50K
20,C - Some College,?,Own-child,White,Male,<=50K
21,C - Some College,?,Unmarried,White,Female,<=50K
34,E - Bachelors,Prof-specialty,Husband,White,Male,>50K
38,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
50,B - HS Diploma,Exec-managerial,Husband,White,Male,>50K
24,C - Some College,Handlers-cleaners,Not-in-family,Black,Male,<=50K
37,C - Some College,Tech-support,Husband,White,Male,>50K
44,C - Some College,Machine-op-inspct,Unmarried,White,Male,>50K
28,C - Some College,Sales,Wife,White,Female,<=50K
42,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
74,C - Some College,Adm-clerical,Not-in-family,White,Female,<=50K
38,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
44,F - Graduate Degree,Prof-specialty,Husband,White,Male,<=50K
44,A - No HS Diploma,Machine-op-inspct,Unmarried,Other,Female,<=50K
26,B - HS Diploma,Machine-op-inspct,Not-in-family,White,Male,<=50K
36,B - HS Diploma,Other-service,Husband,Black,Male,<=50K
41,D - Associates,Exec-managerial,Wife,White,Female,>50K
67,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
39,A - No HS Diploma,Tech-support,Husband,White,Male,<=50K
57,A - No HS Diploma,Priv-house-serv,Not-in-family,Black,Female,<=50K
29,D - Associates,Craft-repair,Not-in-family,White,Male,<=50K
31,E - Bachelors,Farming-fishing,Not-in-family,White,Female,<=50K
34,B - HS Diploma,?,Unmarried,Black,Female,<=50K
44,C - Some College,Transport-moving,Husband,White,Male,<=50K
29,F - Graduate Degree,Prof-specialty,Own-child,White,Male,<=50K
30,C - Some College,Handlers-cleaners,Unmarried,White,Female,<=50K
27,B - HS Diploma,Transport-moving,Not-in-family,White,Male,<=50K
27,C - Some College,Sales,Husband,White,Male,<=50K
32,B - HS Diploma,Handlers-cleaners,Not-in-family,White,Female,<=50K
58,A - No HS Diploma,Other-service,Wife,White,Female,<=50K
35,C - Some College,Protective-serv,Husband,White,Male,<=50K
21,B - HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
28,C - Some College,Craft-repair,Unmarried,White,Male,<=50K
46,C - Some College,Exec-managerial,Not-in-family,White,Male,<=50K
36,B - HS Diploma,Other-service,Unmarried,White,Female,<=50K
72,A - No HS Diploma,Adm-clerical,Unmarried,White,Female,<=50K
35,B - HS Diploma,Machine-op-inspct,Wife,Black,Female,<=50K
33,D - Associates,Craft-repair,Unmarried,Black,Female,>50K
69,A - No HS Diploma,Machine-op-inspct,Not-in-family,White,Female,<=50K
35,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
31,B - HS Diploma,Adm-clerical,Unmarried,White,Female,<=50K
34,B - HS Diploma,Tech-support,Wife,White,Female,<=50K
30,A - No HS Diploma,Other-service,Husband,White,Male,<=50K
28,E - Bachelors,Transport-moving,Not-in-family,White,Male,<=50K
54,E - Bachelors,Sales,Husband,White,Male,>50K
47,C - Some College,Prof-specialty,Husband,White,Male,>50K
24,B - HS Diploma,Handlers-cleaners,Unmarried,Black,Female,<=50K
52,E - Bachelors,Prof-specialty,Husband,White,Male,>50K
20,B - HS Diploma,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50K
43,F - Graduate Degree,Exec-managerial,Husband,White,Male,<=50K
45,A - No HS Diploma,Other-service,Unmarried,White,Female,<=50K
29,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
47,F - Graduate Degree,Exec-managerial,Unmarried,White,Male,<=50K
24,B - HS Diploma,Craft-repair,Own-child,White,Male,<=50K
51,B - HS Diploma,Prof-specialty,Husband,White,Male,<=50K
17,A - No HS Diploma,Sales,Own-child,White,Male,<=50K
37,D - Associates,Craft-repair,Husband,White,Male,>50K
27,F - Graduate Degree,Prof-specialty,Not-in-family,White,Female,<=50K
29,E - Bachelors,Exec-managerial,Wife,White,Male,>50K
18,A - No HS Diploma,?,Own-child,White,Male,<=50K
36,D - Associates,Sales,Unmarried,White,Female,<=50K
58,E - Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
26,C - Some College,Craft-repair,Husband,White,Male,<=50K
65,C - Some College,?,Husband,White,Male,>50K
57,B - HS Diploma,Sales,Husband,White,Male,>50K
59,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
27,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
31,E - Bachelors,Tech-support,Not-in-family,White,Male,<=50K
21,C - Some College,Sales,Own-child,White,Female,<=50K
29,C - Some College,Adm-clerical,Not-in-family,White,Male,<=50K
18,A - No HS Diploma,Other-service,Own-child,White,Male,<=50K
52,A - No HS Diploma,Craft-repair,Husband,White,Male,>50K
57,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
42,B - HS Diploma,?,Husband,White,Male,<=50K
55,B - HS Diploma,?,Wife,Asian-Pac-Islander,Female,<=50K
60,A - No HS Diploma,Transport-moving,Not-in-family,White,Male,>50K
31,E - Bachelors,Prof-specialty,Husband,White,Male,>50K
23,E - Bachelors,Adm-clerical,Own-child,White,Female,<=50K
27,B - HS Diploma,Sales,Own-child,White,Male,<=50K
23,C - Some College,?,Unmarried,Amer-Indian-Eskimo,Female,<=50K
42,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
25,C - Some College,Tech-support,Not-in-family,White,Male,<=50K
49,E - Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
32,E - Bachelors,Tech-support,Not-in-family,White,Male,<=50K
19,C - Some College,Adm-clerical,Own-child,White,Male,<=50K
60,A - No HS Diploma,Other-service,Not-in-family,White,Female,<=50K
42,A - No HS Diploma,Other-service,Husband,White,Male,<=50K
35,D - Associates,Farming-fishing,Not-in-family,White,Male,<=50K
48,B - HS Diploma,Adm-clerical,Unmarried,Black,Female,<=50K
51,F - Graduate Degree,Craft-repair,Husband,White,Male,>50K
29,B - HS Diploma,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
36,B - HS Diploma,Exec-managerial,Not-in-family,Black,Male,<=50K
17,A - No HS Diploma,Other-service,Own-child,White,Female,<=50K
52,F - Graduate Degree,Prof-specialty,Not-in-family,White,Female,<=50K
24,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
24,B - HS Diploma,Handlers-cleaners,Husband,White,Male,<=50K
26,E - Bachelors,Prof-specialty,Own-child,White,Male,<=50K
27,E - Bachelors,Other-service,Own-child,White,Female,<=50K
39,B - HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
30,B - HS Diploma,Transport-moving,Husband,Black,Male,<=50K
50,B - HS Diploma,Exec-managerial,Husband,White,Male,<=50K
52,E - Bachelors,Sales,Husband,White,Male,<=50K
46,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
23,E - Bachelors,Sales,Own-child,White,Female,<=50K
45,A - No HS Diploma,Other-service,Not-in-family,Black,Female,<=50K
65,A - No HS Diploma,Priv-house-serv,Unmarried,Black,Female,<=50K
29,D - Associates,Transport-moving,Husband,White,Male,<=50K
47,A - No HS Diploma,Handlers-cleaners,Unmarried,White,Male,<=50K
30,B - HS Diploma,Farming-fishing,Own-child,Black,Male,<=50K
34,B - HS Diploma,Sales,Husband,White,Male,>50K
38,B - HS Diploma,Sales,Husband,White,Male,<=50K
33,C - Some College,Exec-managerial,Husband,White,Male,>50K
49,E - Bachelors,Sales,Husband,White,Male,>50K
47,C - Some College,Other-service,Unmarried,Black,Female,<=50K
49,A - No HS Diploma,Other-service,Unmarried,Black,Female,<=50K
43,C - Some College,Craft-repair,Husband,White,Male,>50K
30,E - Bachelors,Adm-clerical,Wife,Black,Female,>50K
58,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
19,B - HS Diploma,Other-service,Own-child,White,Female,<=50K
21,E - Bachelors,Handlers-cleaners,Not-in-family,White,Male,<=50K
33,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
47,A - No HS Diploma,Transport-moving,Husband,White,Male,<=50K
52,F - Graduate Degree,Prof-specialty,Husband,White,Male,>50K
26,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
60,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
21,C - Some College,Handlers-cleaners,Own-child,White,Male,<=50K
36,C - Some College,Sales,Husband,White,Male,>50K
31,C - Some College,Craft-repair,Husband,White,Male,<=50K
50,F - Graduate Degree,Prof-specialty,Not-in-family,White,Male,>50K
31,B - HS Diploma,Adm-clerical,Unmarried,White,Female,<=50K
71,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
58,B - HS Diploma,?,Husband,White,Male,<=50K
30,E - Bachelors,Tech-support,Husband,White,Male,>50K
20,C - Some College,Other-service,Own-child,White,Male,<=50K
24,B - HS Diploma,Exec-managerial,Other-relative,White,Male,<=50K
35,F - Graduate Degree,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
38,C - Some College,Exec-managerial,Not-in-family,White,Female,<=50K
27,B - HS Diploma,Machine-op-inspct,Own-child,White,Female,<=50K
29,C - Some College,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50K
70,A - No HS Diploma,?,Unmarried,White,Female,<=50K
34,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
44,A - No HS Diploma,Craft-repair,Husband,White,Male,<=50K
43,B - HS Diploma,Machine-op-inspct,Husband,White,Male,>50K
44,A - No HS Diploma,Handlers-cleaners,Husband,Black,Male,>50K
35,F - Graduate Degree,Sales,Not-in-family,White,Male,<=50K
27,C - Some College,Prof-specialty,Not-in-family,White,Male,<=50K
43,F - Graduate Degree,Prof-specialty,Not-in-family,White,Male,<=50K
20,C - Some College,Sales,Not-in-family,White,Female,<=50K
42,D - Associates,Prof-specialty,Unmarried,White,Female,>50K
27,C - Some College,Transport-moving,Husband,White,Male,<=50K
42,B - HS Diploma,Craft-repair,Husband,Black,Male,>50K
20,A - No HS Diploma,?,Own-child,Asian-Pac-Islander,Female,<=50K
24,A - No HS Diploma,Machine-op-inspct,Not-in-family,White,Male,<=50K
48,C - Some College,Exec-managerial,Not-in-family,White,Male,<=50K
17,A - No HS Diploma,?,Own-child,White,Female,<=50K
17,A - No HS Diploma,Farming-fishing,Own-child,White,Male,<=50K
33,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
50,B - HS Diploma,Sales,Husband,White,Male,>50K
22,B - HS Diploma,Sales,Own-child,White,Female,<=50K
17,A - No HS Diploma,Other-service,Own-child,White,Male,<=50K
32,C - Some College,Adm-clerical,Husband,White,Male,<=50K
31,B - HS Diploma,Craft-repair,Not-in-family,White,Male,<=50K
58,B - HS Diploma,Exec-managerial,Not-in-family,White,Male,<=50K
29,B - HS Diploma,Protective-serv,Own-child,White,Male,<=50K
37,D - Associates,Craft-repair,Husband,White,Male,>50K
34,B - HS Diploma,Craft-repair,Husband,White,Male,>50K
23,C - Some College,Exec-managerial,Unmarried,Black,Male,<=50K
18,A - No HS Diploma,Adm-clerical,Own-child,White,Female,<=50K
34,B - HS Diploma,Exec-managerial,Not-in-family,White,Female,<=50K
66,A - No HS Diploma,?,Not-in-family,White,Male,<=50K
45,E - Bachelors,Prof-specialty,Wife,White,Female,<=50K
41,F - Graduate Degree,Exec-managerial,Not-in-family,White,Male,<=50K
26,B - HS Diploma,Other-service,Other-relative,White,Male,<=50K
54,C - Some College,Farming-fishing,Husband,White,Male,<=50K
24,C - Some College,Machine-op-inspct,Own-child,Black,Female,<=50K
42,C - Some College,Prof-specialty,Husband,White,Male,<=50K
20,C - Some College,Prof-specialty,Own-child,White,Male,<=50K
23,E - Bachelors,Tech-support,Not-in-family,White,Female,<=50K
25,D - Associates,?,Other-relative,White,Male,<=50K
35,F - Graduate Degree,Prof-specialty,Not-in-family,White,Male,>50K
31,F - Graduate Degree,Tech-support,Husband,White,Male,>50K
30,E - Bachelors,Prof-specialty,Own-child,White,Female,<=50K
19,B - HS Diploma,Sales,Own-child,White,Female,<=50K
36,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
31,E - Bachelors,Sales,Unmarried,White,Female,<=50K
21,C - Some College,Handlers-cleaners,Own-child,White,Male,<=50K
31,C - Some College,Craft-repair,Husband,White,Male,<=50K
46,F - Graduate Degree,Prof-specialty,Unmarried,White,Female,>50K
44,E - Bachelors,Exec-managerial,Own-child,White,Female,>50K
40,A - No HS Diploma,Other-service,Husband,Black,Male,<=50K
45,C - Some College,Sales,Not-in-family,Black,Male,<=50K
60,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
18,A - No HS Diploma,Other-service,Other-relative,White,Male,<=50K
28,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
36,C - Some College,Adm-clerical,Unmarried,Black,Female,<=50K
36,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
40,D - Associates,Tech-support,Husband,White,Male,<=50K
36,E - Bachelors,Adm-clerical,Unmarried,White,Female,<=50K
31,B - HS Diploma,Other-service,Unmarried,Black,Female,<=50K
33,B - HS Diploma,Machine-op-inspct,Husband,White,Male,<=50K
19,B - HS Diploma,Tech-support,Own-child,White,Female,<=50K
22,C - Some College,Sales,Own-child,White,Female,<=50K
34,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
33,B - HS Diploma,Other-service,Not-in-family,White,Male,<=50K
41,B - HS Diploma,Craft-repair,Husband,White,Male,<=50K
29,E - Bachelors,Prof-specialty,Not-in-family,White,Male,<=50K
50,B - HS Diploma,Exec-managerial,Husband,White,Male,>50K
42,E - Bachelors,Exec-managerial,Husband,White,Male,>50K
43,E - Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
44,B - HS Diploma,Sales,Wife,White,Female,<=50K
20,C - Some College,Other-service,Not-in-family,White,Female,<=50K
31,B - HS Diploma,Other-service,Husband,White,Male,<=50K
65,A - No HS Diploma,Exec-managerial,Husband,White,Male,>50K
23,C - Some College,Other-service,Not-in-family,White,Female,<=50K
55,C - Some College,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50K
26,D - Associates,Adm-clerical,Husband,White,Male,<=50K
25,D - Associates,Other-service,Own-child,White,Female,<=50K
45,C - Some College,?,Wife,Black,Female,<=50K
35,C - Some College,Craft-repair,Husband,White,Male,<=50K
36,C - Some College,Sales,Not-in-family,Black,Female,<=50K
43,E - Bachelors,Prof-specialty,Husband,White,Male,<=50K
56,B - HS Diploma,Other-service,Unmarried,Black,Female,<=50K
42,E - Bachelors,Tech-support,Husband,White,Male,>50K
19,C - Some College,Other-service,Other-relative,White,Female,<=50K
55,B - HS Diploma,Transport-moving,Husband,White,Male,<=50K
42,F - Graduate Degree,Exec-managerial,Not-in-family,White,Female,>50K
26,D - Associates,Tech-support,Own-child,White,Male,<=50K
17,A - No HS Diploma,Handlers-cleaners,Own-child,White,Male,<=50K
42,E - Bachelors,Prof-specialty,Wife,White,Female,>50K
